##   Current Domestic Results
## see https://www.rsssf.org/curdom.html


##  note - if no encoding listed defaulting to windows-1252

page, title, encoding


#######
## League Results Africa

tablesz/zooekr2025.html, Southeastern Ukraine,  utf-8
tabless/span2025.html, Spain
tablesz/zwed2026.html, Sweden
tablesz/zwit2026.html, Switzerland
tablest/tnistru2025.html, Transnistria, utf-16le
tablest/tur2025.html, Turkey
tableso/oekr2026.html, Ukraine, utf-16le
tablesw/wal2025.html, Wales



